id,ess_id,scenario,date,value
489,28,1,2043-01-01 00:00:00,734195.9999999999
490,28,1,2044-01-01 00:00:00,721752
491,28,1,2045-01-01 00:00:00,705160
492,28,1,2046-01-01 00:00:00,692715.9999999999
493,28,1,2047-01-01 00:00:00,680271.9999999999
494,28,1,2048-01-01 00:00:00,667828
495,28,1,2049-01-01 00:00:00,659531.9999999999
496,28,1,2050-01-01 00:00:00,647088
497,29,3,2020-01-01 00:00:00,1746307.9999999998
498,29,3,2021-01-01 00:00:00,1518168
499,29,3,2022-01-01 00:00:00,1377136
500,29,3,2023-01-01 00:00:00,1227808
501,29,3,2024-01-01 00:00:00,1124108
502,29,3,2025-01-01 00:00:00,1037000
503,29,3,2026-01-01 00:00:00,970632
504,29,3,2027-01-01 00:00:00,912560
505,29,3,2028-01-01 00:00:00,866931.9999999999
506,29,3,2029-01-01 00:00:00,808859.9999999999
507,29,3,2030-01-01 00:00:00,759084
508,29,3,2031-01-01 00:00:00,721752
509,29,3,2032-01-01 00:00:00,705160
510,29,3,2033-01-01 00:00:00,688568
511,29,3,2034-01-01 00:00:00,676123.9999999999
512,29,3,2035-01-01 00:00:00,659531.9999999999
513,29,3,2036-01-01 00:00:00,642939.9999999999
514,29,3,2037-01-01 00:00:00,630496
515,29,3,2038-01-01 00:00:00,613904
516,29,3,2039-01-01 00:00:00,601459.9999999999
517,29,3,2040-01-01 00:00:00,584867.9999999999
518,29,3,2041-01-01 00:00:00,572424
519,29,3,2042-01-01 00:00:00,559979.9999999999
520,29,3,2043-01-01 00:00:00,543387.9999999999
521,29,3,2044-01-01 00:00:00,530944
522,29,3,2045-01-01 00:00:00,518500
523,29,3,2046-01-01 00:00:00,506056
524,29,3,2047-01-01 00:00:00,489463.99999999994
525,29,3,2048-01-01 00:00:00,477020
526,29,3,2049-01-01 00:00:00,464575.99999999994
527,29,3,2050-01-01 00:00:00,452131.99999999994
528,29,4,2020-01-01 00:00:00,1746307.9999999998
529,29,4,2021-01-01 00:00:00,1518168
530,29,4,2022-01-01 00:00:00,1377136
531,29,4,2023-01-01 00:00:00,1227808
532,29,4,2024-01-01 00:00:00,1124108
533,29,4,2025-01-01 00:00:00,1037000
534,29,4,2026-01-01 00:00:00,970632
535,29,4,2027-01-01 00:00:00,912560
536,29,4,2028-01-01 00:00:00,866931.9999999999
537,29,4,2029-01-01 00:00:00,808859.9999999999
538,29,4,2030-01-01 00:00:00,759084
539,29,4,2031-01-01 00:00:00,721752
540,29,4,2032-01-01 00:00:00,705160
541,29,4,2033-01-01 00:00:00,688568
542,29,4,2034-01-01 00:00:00,676123.9999999999
543,29,4,2035-01-01 00:00:00,659531.9999999999
544,29,4,2036-01-01 00:00:00,642939.9999999999
545,29,4,2037-01-01 00:00:00,630496
546,29,4,2038-01-01 00:00:00,613904
547,29,4,2039-01-01 00:00:00,601459.9999999999
548,29,4,2040-01-01 00:00:00,584867.9999999999
549,29,4,2041-01-01 00:00:00,572424
550,29,4,2042-01-01 00:00:00,559979.9999999999
551,29,4,2043-01-01 00:00:00,543387.9999999999
552,29,4,2044-01-01 00:00:00,530944
553,29,4,2045-01-01 00:00:00,518500
554,29,4,2046-01-01 00:00:00,506056
555,29,4,2047-01-01 00:00:00,489463.99999999994
556,29,4,2048-01-01 00:00:00,477020
557,29,4,2049-01-01 00:00:00,464575.99999999994
558,29,4,2050-01-01 00:00:00,452131.99999999994
559,29,2,2020-01-01 00:00:00,1746307.9999999998
560,29,2,2021-01-01 00:00:00,1671643.9999999998
561,29,2,2022-01-01 00:00:00,1613572
